node_id,topology,hop_count,payload_bytes,algorithm,algo_type,operation,security_level,cycles,time_us,energy_uj,energy_mj
3,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
7,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
6,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
2,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
3,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
7,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
6,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
2,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
3,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
7,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
6,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
2,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
3,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
7,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
6,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
2,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
3,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
7,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
6,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
2,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
3,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
7,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
4,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
5,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
6,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
2,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
3,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
7,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
4,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
5,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
6,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
2,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
3,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
7,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
4,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
5,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
6,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
2,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
3,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
7,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
4,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
5,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
6,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
2,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
3,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
7,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
4,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
5,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
6,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
2,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
3,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
7,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
4,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
5,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
6,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
2,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
3,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
7,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
4,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
5,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
6,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
2,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
3,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
7,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
4,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
5,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
6,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
2,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
3,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
7,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
4,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
5,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
6,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
2,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
3,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
7,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
4,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
5,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
6,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
2,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
3,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
7,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
4,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
5,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
6,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
2,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
3,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
7,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
4,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
5,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
6,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
2,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
3,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
7,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
4,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
5,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
6,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
2,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
3,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
7,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
4,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
5,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
6,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
2,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
3,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
7,star,1,100,FALCON1024,SIG,VERIFY,5,978558,40773,2691,2.691
4,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
5,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
6,star,1,100,FALCON1024,SIG,VERIFY,5,978558,40773,2691,2.691
2,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
3,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
7,star,1,100,SPHINCS128,SIG,KEYGEN,1,16552135,689672,45518,45.518
4,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
5,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
6,star,1,100,SPHINCS128,SIG,KEYGEN,1,16552135,689672,45518,45.518
2,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
3,star,1,100,FALCON1024,SIG,VERIFY,5,978558,40773,2691,2.691
7,star,1,100,SPHINCS128,SIG,SIGN,1,521963206,21748466,1435398,1435.398
4,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
5,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
6,star,1,100,SPHINCS128,SIG,SIGN,1,521963206,21748466,1435398,1435.398
2,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
3,star,1,100,SPHINCS128,SIG,KEYGEN,1,16552135,689672,45518,45.518
7,star,1,100,SPHINCS128,SIG,VERIFY,1,20850719,868779,57339,57.339
4,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
5,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
6,star,1,100,SPHINCS128,SIG,VERIFY,1,20850719,868779,57339,57.339
2,star,1,100,FALCON1024,SIG,VERIFY,5,978558,40773,2691,2.691
3,star,1,100,SPHINCS128,SIG,SIGN,1,521963206,21748466,1435398,1435.398
7,star,1,100,SPHINCS192,SIG,KEYGEN,3,24355501,1014812,66977,66.977
4,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
5,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
6,star,1,100,SPHINCS192,SIG,KEYGEN,3,24355501,1014812,66977,66.977
2,star,1,100,SPHINCS128,SIG,KEYGEN,1,16552135,689672,45518,45.518
3,star,1,100,SPHINCS128,SIG,VERIFY,1,20850719,868779,57339,57.339
7,star,1,100,SPHINCS192,SIG,SIGN,3,687693467,28653894,1891157,1891.157
4,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
5,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
6,star,1,100,SPHINCS192,SIG,SIGN,3,687693467,28653894,1891157,1891.157
2,star,1,100,SPHINCS128,SIG,SIGN,1,521963206,21748466,1435398,1435.398
3,star,1,100,SPHINCS192,SIG,KEYGEN,3,24355501,1014812,66977,66.977
7,star,1,100,SPHINCS192,SIG,VERIFY,3,35097457,1462394,96518,96.518
4,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
5,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
6,star,1,100,SPHINCS192,SIG,VERIFY,3,35097457,1462394,96518,96.518
2,star,1,100,SPHINCS128,SIG,VERIFY,1,20850719,868779,57339,57.339
3,star,1,100,SPHINCS192,SIG,SIGN,3,687693467,28653894,1891157,1891.157
7,star,1,100,SPHINCS256,SIG,KEYGEN,5,64184968,2674373,176508,176.508
4,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
5,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
6,star,1,100,SPHINCS256,SIG,KEYGEN,5,64184968,2674373,176508,176.508
2,star,1,100,SPHINCS192,SIG,KEYGEN,3,24355501,1014812,66977,66.977
3,star,1,100,SPHINCS192,SIG,VERIFY,3,35097457,1462394,96518,96.518
7,star,1,100,SPHINCS256,SIG,SIGN,5,1554168401,64757016,4273963,4273.963
4,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
5,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
6,star,1,100,SPHINCS256,SIG,SIGN,5,1554168401,64757016,4273963,4273.963
2,star,1,100,SPHINCS192,SIG,SIGN,3,687693467,28653894,1891157,1891.157
3,star,1,100,SPHINCS256,SIG,KEYGEN,5,64184968,2674373,176508,176.508
7,star,1,100,SPHINCS256,SIG,VERIFY,5,36182488,1507603,99501,99.501
4,star,1,100,FALCON1024,SIG,VERIFY,5,978558,40773,2691,2.691
5,star,1,100,FALCON1024,SIG,VERIFY,5,978558,40773,2691,2.691
6,star,1,100,SPHINCS256,SIG,VERIFY,5,36182488,1507603,99501,99.501
2,star,1,100,SPHINCS192,SIG,VERIFY,3,35097457,1462394,96518,96.518
3,star,1,100,SPHINCS256,SIG,SIGN,5,1554168401,64757016,4273963,4273.963
4,star,1,100,SPHINCS128,SIG,KEYGEN,1,16552135,689672,45518,45.518
5,star,1,100,SPHINCS128,SIG,KEYGEN,1,16552135,689672,45518,45.518
2,star,1,100,SPHINCS256,SIG,KEYGEN,5,64184968,2674373,176508,176.508
3,star,1,100,SPHINCS256,SIG,VERIFY,5,36182488,1507603,99501,99.501
4,star,1,100,SPHINCS128,SIG,SIGN,1,521963206,21748466,1435398,1435.398
5,star,1,100,SPHINCS128,SIG,SIGN,1,521963206,21748466,1435398,1435.398
2,star,1,100,SPHINCS256,SIG,SIGN,5,1554168401,64757016,4273963,4273.963
4,star,1,100,SPHINCS128,SIG,VERIFY,1,20850719,868779,57339,57.339
5,star,1,100,SPHINCS128,SIG,VERIFY,1,20850719,868779,57339,57.339
2,star,1,100,SPHINCS256,SIG,VERIFY,5,36182488,1507603,99501,99.501
4,star,1,100,SPHINCS192,SIG,KEYGEN,3,24355501,1014812,66977,66.977
5,star,1,100,SPHINCS192,SIG,KEYGEN,3,24355501,1014812,66977,66.977
4,star,1,100,SPHINCS192,SIG,SIGN,3,687693467,28653894,1891157,1891.157
5,star,1,100,SPHINCS192,SIG,SIGN,3,687693467,28653894,1891157,1891.157
4,star,1,100,SPHINCS192,SIG,VERIFY,3,35097457,1462394,96518,96.518
5,star,1,100,SPHINCS192,SIG,VERIFY,3,35097457,1462394,96518,96.518
4,star,1,100,SPHINCS256,SIG,KEYGEN,5,64184968,2674373,176508,176.508
5,star,1,100,SPHINCS256,SIG,KEYGEN,5,64184968,2674373,176508,176.508
4,star,1,100,SPHINCS256,SIG,SIGN,5,1554168401,64757016,4273963,4273.963
5,star,1,100,SPHINCS256,SIG,SIGN,5,1554168401,64757016,4273963,4273.963
4,star,1,100,SPHINCS256,SIG,VERIFY,5,36182488,1507603,99501,99.501
5,star,1,100,SPHINCS256,SIG,VERIFY,5,36182488,1507603,99501,99.501
7,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
6,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
7,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
6,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
3,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
7,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
9,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
6,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
3,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
7,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
9,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
6,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
2,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
3,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
7,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
9,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
6,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
2,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
3,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
7,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
9,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
6,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
2,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
3,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
7,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
9,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
6,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
2,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
3,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
7,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
9,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
6,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
2,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
8,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
3,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
7,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
9,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
6,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
2,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
8,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
3,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
7,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
4,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
9,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
5,star,1,100,KYBER512,KEM,KEYGEN,1,649678,27069,1786,1.786
6,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
2,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
8,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
3,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
7,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
4,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
9,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
5,star,1,100,KYBER512,KEM,ENCAP,1,884848,36868,2433,2.433
6,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
2,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
8,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
3,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
7,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
4,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
9,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
5,star,1,100,KYBER512,KEM,DECAP,1,985258,41052,2709,2.709
6,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
2,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
8,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
3,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
7,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
4,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
9,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
5,star,1,100,KYBER768,KEM,KEYGEN,3,1196692,49862,3290,3.29
6,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
2,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
8,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
3,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
7,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
4,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
9,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
5,star,1,100,KYBER768,KEM,ENCAP,3,1489909,62079,4097,4.097
6,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
2,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
8,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
3,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
7,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
4,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
9,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
5,star,1,100,KYBER768,KEM,DECAP,3,1613744,67239,4437,4.437
6,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
2,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
8,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
3,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
7,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
4,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
9,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
5,star,1,100,KYBER1024,KEM,KEYGEN,5,1891737,78822,5202,5.202
6,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
2,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
8,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
3,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
7,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
4,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
9,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
5,star,1,100,KYBER1024,KEM,ENCAP,5,2254703,93945,6200,6.2
6,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
2,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
8,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
3,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
7,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
4,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
9,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
5,star,1,100,KYBER1024,KEM,DECAP,5,2407858,100327,6621,6.621
6,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
2,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
8,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
3,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
7,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
4,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
9,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
5,star,1,100,DILITH2,SIG,KEYGEN,-1,1752194,73008,4818,4.818
6,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
2,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
8,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
3,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
7,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
4,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
9,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
5,star,1,100,DILITH2,SIG,SIGN,-1,9342087,389253,25690,25.69
6,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
2,star,1,100,DILITH5,SIG,SIGN,-1,13615651,567318,37442,37.442
8,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
3,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
7,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
4,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
9,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
5,star,1,100,DILITH2,SIG,VERIFY,-1,2035881,84828,5598,5.598
6,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
2,star,1,100,DILITH5,SIG,VERIFY,-1,4035259,168135,11096,11.096
8,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
3,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
7,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
4,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
9,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
5,star,1,100,DILITH3,SIG,KEYGEN,-1,2733423,113892,7516,7.516
6,star,1,100,FALCON1024,SIG,KEYGEN,5,690147063,28756127,1897904,1897.904
2,star,1,100,FALCON512,SIG,KEYGEN,1,229088624,9545359,629993,629.993
8,star,1,100,DILITH3,SIG,VERIFY,-1,2946998,122791,8104,8.104
3,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
7,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
4,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
9,star,1,100,FALCON512,SIG,VERIFY,1,473964,19748,1303,1.303
5,star,1,100,DILITH3,SIG,SIGN,-1,14885750,620239,40935,40.935
6,star,1,100,FALCON1024,SIG,SIGN,5,136596407,5691516,375640,375.64
2,star,1,100,FALCON512,SIG,SIGN,1,62225400,2592725,171119,171.119
8,star,1,100,DILITH5,SIG,KEYGEN,-1,3647486,151978,10030,10.03
